105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
105	196	224	216	106	123	4	48	216	205	183	128	112	180	197	90	
